study_id,mext_code,school_name,yotsuya_deviation_value,establishment,school_type,area,prefecture,address,postal_code,study_url
B13P063,C113311500031,女子美術大学付属中学校,45,私立,女子校,東京23区,東京都,東京都杉並区和田１－４９－８,1668538,https://www.study1.jp/kanto/school/B13P063/
B15P025,C114321300013,聖セシリア女子中学校,45,私立,女子校,神奈川県,神奈川県,神奈川県大和市南林間３－１０－１,2420006,https://www.study1.jp/kanto/school/B15P025/
B08P008,D208320300010,土浦日本大学中等教育学校,45,私立,共学校,茨城県,茨城県,茨城県土浦市小松ヶ丘町４－４６,3000826,https://www.study1.jp/kanto/school/B08P008/
B13P103,C113311000027,日本工業大学駒場中学校,45,私立,共学校,東京23区,東京都,東京都目黒区駒場１－３５－３２,1538508,https://www.study1.jp/kanto/school/B13P103/
B12P021,C112310000020,日出学園中学校,45,私立,共学校,千葉県,千葉県,千葉県市川市菅野３－２３－１,2720824,https://www.study1.jp/kanto/school/B12P021/
B14P013,C113320300016,聖徳学園中学校,44,私立,共学校,東京23区外,東京都,東京都武蔵野市境南町２－１１－８,1808601,https://www.study1.jp/kanto/school/B14P013/
B08P006,C108322200010,清真学園中学校,44,私立,共学校,茨城県,茨城県,茨城県鹿嶋市宮中伏見４４４８－５,3140031,https://www.study1.jp/kanto/school/B08P006/
B11P021,C111323000024,西武台新座中学校,44,私立,共学校,埼玉県,埼玉県,埼玉県新座市中野２－９－１,3528508,https://www.study1.jp/kanto/school/B11P021/
B15P039,C114313000068,桐光学園中学校女子部,44,私立,女子校,神奈川県,神奈川県,神奈川県川崎市麻生区栗木３－１２－１,2158555,https://www.study1.jp/kanto/school/B15P039/
B11P004,C111334200010,大妻嵐山中学校,43,私立,女子校,埼玉県,埼玉県,埼玉県比企郡嵐山町菅谷５５８,3550221,https://www.study1.jp/kanto/school/B11P004/
B13P073,C113311700039,サレジアン国際学園中学校,43,私立,共学校,東京23区,東京都,東京都北区赤羽台４－２－１４,1158524,https://www.study1.jp/kanto/school/B13P073/
B13P062,C113311700048,女子聖学院中学校,43,私立,女子校,東京23区,東京都,東京都北区中里３－１２－２,1148574,https://www.study1.jp/kanto/school/B13P062/
B15P022,D214321400019,自修館中等教育学校,43,私立,共学校,神奈川県,神奈川県,神奈川県伊勢原市見附島４１１,2591185,https://www.study1.jp/kanto/school/B15P022/
B12P016,C112310000164,東海大学付属浦安高等学校中等部,43,私立,共学校,千葉県,千葉県,千葉県浦安市東野３－１１－１,2798558,https://www.study1.jp/kanto/school/B12P016/
B12P020,C112310000244,二松学舍大学附属柏中学校,43,私立,共学校,千葉県,千葉県,千葉県柏市大井２５９０,2770902,https://www.study1.jp/kanto/school/B12P020/
B14P030,C113320900010,日本大学第三中学校,43,私立,共学校,東京23区外,東京都,東京都町田市図師町１１－２３７５,1940203,https://www.study1.jp/kanto/school/B14P030/
B13P118,C113310900066,文教大学付属中学校,43,私立,共学校,東京23区,東京都,東京都品川区旗の台３－２－１７,1420064,https://www.study1.jp/kanto/school/B13P118/
B13P008,C113312300022,江戸川女子中学校,42,私立,女子校,東京23区,東京都,東京都江戸川区東小岩５－２２－１,1338552,https://www.study1.jp/kanto/school/B13P008/
B11P025,C111322200015,獨協埼玉中学校,42,私立,共学校,埼玉県,埼玉県,埼玉県越谷市恩間新田寺前３１６,3430037,https://www.study1.jp/kanto/school/B11P025/
B13P102,C113310800021,中村中学校,42,私立,女子校,東京23区,東京都,東京都江東区清澄２－３－１５,1358404,https://www.study1.jp/kanto/school/B13P102/
B14P043,C113321300014,明法中学校,42,私立,共学校,東京23区外,東京都,東京都東村山市富士見町２－４－１２,1890024,https://www.study1.jp/kanto/school/B14P043/
B15N001,C114110000013,横浜国立大学教育学部附属鎌倉中学校,42,国立,共学校,神奈川県,神奈川県,神奈川県鎌倉市雪ノ下３－５－１０,2480005,https://www.study1.jp/kanto/school/B15N001/
B14P004,C113322400020,大妻多摩中学校,41,私立,女子校,東京23区外,東京都,東京都多摩市唐木田２－７－１,2068540,https://www.study1.jp/kanto/school/B14P004/
B13P019,C113310100028,神田女学園中学校,41,私立,女子校,東京23区,東京都,東京都千代田区神田猿楽町２－３－６,1010064,https://www.study1.jp/kanto/school/B13P019/
B14P008,C113320700012,啓明学園中学校,41,私立,共学校,東京23区外,東京都,東京都昭島市拝島町５－１１－１５,1960002,https://www.study1.jp/kanto/school/B14P008/
B13P034,C113310100046,麴町学園女子中学校,41,私立,女子校,東京23区,東京都,東京都千代田区麹町３－８,1020083,https://www.study1.jp/kanto/school/B13P034/
B14P010,C113320100063,工学院大学附属中学校,41,私立,共学校,東京23区外,東京都,東京都八王子市中野町２６４７－２,1928622,https://www.study1.jp/kanto/school/B14P010/
B11P022,C111320900012,聖望学園中学校,41,私立,共学校,埼玉県,埼玉県,埼玉県飯能市中山２９２,3570006,https://www.study1.jp/kanto/school/B11P022/
B13P086,C113310300115,東海大学付属高輪台高等学校中等部,41,私立,共学校,東京23区,東京都,東京都港区高輪２－２－１６,1088587,https://www.study1.jp/kanto/school/B13P086/
B13P092,C113311700066,東京成徳大学中学校,41,私立,共学校,東京23区,東京都,東京都北区豊島８－２６－９,1148526,https://www.study1.jp/kanto/school/B13P092/
B15P038,C114315000036,東海大学付属相模高等学校中等部,41,私立,共学校,神奈川県,神奈川県,神奈川県相模原市南区相南３－３３－１,2520395,https://www.study1.jp/kanto/school/B15P038/
B13P116,C113311500040,文化学園大学杉並中学校,41,私立,共学校,東京23区,東京都,東京都杉並区阿佐谷南３－４８－１６,1660004,https://www.study1.jp/kanto/school/B13P116/
B13P117,C113310500131,文京学院大学女子中学校,41,私立,女子校,東京23区,東京都,東京都文京区本駒込６－１８－３,1138667,https://www.study1.jp/kanto/school/B13P117/
B15P048,C114320500031,聖園女学院中学校,41,私立,女子校,神奈川県,神奈川県,神奈川県藤沢市みその台１－４,2510873,https://www.study1.jp/kanto/school/B15P048/
B14P037,C113322900025,武蔵野大学中学校,41,私立,共学校,東京23区外,東京都,東京都西東京市新町１－１－２０,2028585,https://www.study1.jp/kanto/school/B14P037/
B08P001,C108320100015,茨城中学校,40,私立,共学校,茨城県,茨城県,茨城県水戸市八幡町１６－１,3100065,https://www.study1.jp/kanto/school/B08P001/
B08C011,D208222100010,茨城県立勝田中等教育学校,40,公立中高一貫,共学校,茨城県,茨城県,茨城県ひたちなか市足崎１４５８,3120003,https://www.study1.jp/kanto/school/B08C011/
B15P030,C114310000073,捜真女学校中学部,40,私立,女子校,神奈川県,神奈川県,神奈川県横浜市神奈川区中丸８,2218720,https://www.study1.jp/kanto/school/B15P030/
B15P034,C114310000037,鶴見大学附属中学校,40,私立,共学校,神奈川県,神奈川県,神奈川県横浜市鶴見区鶴見２－２－１,2300063,https://www.study1.jp/kanto/school/B15P034/
B09C002,C109210001534,栃木県立佐野高等学校附属中学校,40,公立中高一貫,共学校,栃木県,栃木県,栃木県佐野市天神町７６１－１,3270847,https://www.study1.jp/kanto/school/B09C002/
B11P024,C111321200017,東京農業大学第三高等学校附属中学校,40,私立,共学校,埼玉県,埼玉県,埼玉県東松山市松山１４００－１,3550005,https://www.study1.jp/kanto/school/B11P024/
B13P088,C113311900037,東京家政大学附属女子中学校,40,私立,女子校,東京23区,東京都,東京都板橋区加賀１－１８－１,1738602,https://www.study1.jp/kanto/school/B13P088/
B13P109,C113311900055,日本大学豊山女子中学校,40,私立,女子校,東京23区,東京都,東京都板橋区中台３－１５－１,1740064,https://www.study1.jp/kanto/school/B13P109/
B13P130,C113311000045,八雲学園中学校,40,私立,共学校,東京23区,東京都,東京都目黒区八雲２－１４－１,1520023,https://www.study1.jp/kanto/school/B13P130/
B12P024,C112310000057,和洋国府台女子中学校,40,私立,女子校,千葉県,千葉県,千葉県市川市国府台２－３－１,2728533,https://www.study1.jp/kanto/school/B12P024/
B11P013,C111322500012,狭山ヶ丘高等学校付属中学校,39,私立,共学校,埼玉県,埼玉県,埼玉県入間市下藤沢９８１,3580011,https://www.study1.jp/kanto/school/B11P013/
B14P020,C113322400011,多摩大学附属聖ヶ丘中学校,39,私立,共学校,東京23区外,東京都,東京都多摩市聖ヶ丘４－１－１,2060022,https://www.study1.jp/kanto/school/B14P020/
B15P041,C114320500059,藤嶺学園藤沢中学校,39,私立,男子校,神奈川県,神奈川県,神奈川県藤沢市西富１－７－１,2510001,https://www.study1.jp/kanto/school/B15P041/
B10P002,C110310000022,新島学園中学校,39,私立,共学校,群馬県,群馬県,群馬県安中市安中３７０２,3790116,https://www.study1.jp/kanto/school/B10P002/
B11P026,C111322300014,武南中学校,39,私立,共学校,埼玉県,埼玉県,埼玉県蕨市塚越５－１０－２１,3350002,https://www.study1.jp/kanto/school/B11P026/
B08P010,C108320100024,水戸英宏中学校,39,私立,共学校,茨城県,茨城県,茨城県水戸市見川町字手負山２５８２－１５,3100913,https://www.study1.jp/kanto/school/B08P010/
B13P135,C113311100017,立正大学付属立正中学校,39,私立,共学校,東京23区,東京都,東京都大田区西馬込１－５－１,1438557,https://www.study1.jp/kanto/school/B13P135/
B13P007,C113310600014,上野学園中学校,38,私立,共学校,東京23区,東京都,東京都台東区東上野４－２４－１２,1108642,https://www.study1.jp/kanto/school/B13P007/
B08P005,C108320300013,常総学院中学校,38,私立,共学校,茨城県,茨城県,茨城県土浦市中村西根１０１０,3000849,https://www.study1.jp/kanto/school/B08P005/
B14P029,C113320800039,桐朋女子中学校,38,私立,女子校,東京23区外,東京都,東京都調布市若葉町１－４１－１,1828510,https://www.study1.jp/kanto/school/B14P029/
B13P022,C113311800029,北豊島中学校,37,私立,女子校,東京23区,東京都,東京都荒川区東尾久６－３４－２４,1168555,https://www.study1.jp/kanto/school/B13P022/
B13P023,C113312200014,共栄学園中学校,37,私立,共学校,東京23区,東京都,東京都葛飾区お花茶屋２－６－１,1240003,https://www.study1.jp/kanto/school/B13P023/
B13P029,C113310500051,京華女子中学校,37,私立,女子校,東京23区,東京都,東京都文京区白山５－６－６,1128612,https://www.study1.jp/kanto/school/B13P029/
B13P080,C113311200141,玉川聖学院中等部,37,私立,女子校,東京23区,東京都,東京都世田谷区奥沢７－１１－２２,1580083,https://www.study1.jp/kanto/school/B13P080/
B13P138,C113310100126,和洋九段女子中学校,37,私立,女子校,東京23区,東京都,東京都千代田区九段北１－１２－１２,1020073,https://www.study1.jp/kanto/school/B13P138/
B15P012,C114310000171,関東学院六浦中学校,36,私立,共学校,神奈川県,神奈川県,神奈川県横浜市金沢区六浦東１－５０－１,2368504,https://www.study1.jp/kanto/school/B15P012/
B14P006,C113320100045,共立女子第二中学校,36,私立,女子校,東京23区外,東京都,東京都八王子市元八王子町１－７１０,1938666,https://www.study1.jp/kanto/school/B14P006/
B14P019,C113320900047,玉川学園中学部,36,私立,共学校,東京23区外,東京都,東京都町田市玉川学園６－１－１,1948610,https://www.study1.jp/kanto/school/B14P019/
B14P025,C113320100054,東京純心女子中学校,36,私立,女子校,東京23区外,東京都,東京都八王子市滝山町２－６００,1920011,https://www.study1.jp/kanto/school/B14P025/
B11P028,C111321100018,本庄東高等学校附属中学校,36,私立,共学校,埼玉県,埼玉県,埼玉県本庄市西五十子大塚３１８,3670025,https://www.study1.jp/kanto/school/B11P028/
B14P042,C113320600013,明星中学校,36,私立,共学校,東京23区外,東京都,東京都府中市栄町１－１,1838531,https://www.study1.jp/kanto/school/B14P042/
B08P002,C108320200014,茨城キリスト教学園中学校,35,私立,共学校,茨城県,茨城県,茨城県日立市大みか町６―１１－１,3191295,https://www.study1.jp/kanto/school/B08P002/
B15P009,,鎌倉国際文理中学校,35,私立,共学校,神奈川県,神奈川県,神奈川県鎌倉市岩瀬１５５０,2470052,https://www.study1.jp/kanto/school/B15P009/
B13P026,C113311200043,国本女子中学校,35,私立,女子校,東京23区,東京都,東京都世田谷区喜多見８－１５－３３,1570067,https://www.study1.jp/kanto/school/B13P026/
B11P014,C111320100010,秀明中学校,35,私立,共学校,埼玉県,埼玉県,埼玉県川越市笠幡４７９２番地,3501175,https://www.study1.jp/kanto/school/B11P014/
B13P075,C113311700100,成立学園中学校,35,私立,共学校,東京23区,東京都,東京都北区東十条６－９－１３,1140001,https://www.study1.jp/kanto/school/B13P075/
B15P028,C114320800010,聖和学院中学校,35,私立,女子校,神奈川県,神奈川県,神奈川県逗子市久木２－２－１,2490001,https://www.study1.jp/kanto/school/B15P028/
B09P004,C109310000016,作新学院中等部,34,私立,共学校,栃木県,栃木県,栃木県宇都宮市一の沢１－１－４１,3208525,https://www.study1.jp/kanto/school/B09P004/
B12P011,C112310000182,西武台千葉中学校,34,私立,共学校,千葉県,千葉県,千葉県野田市尾崎２２４１－２,2700235,https://www.study1.jp/kanto/school/B12P011/
B15P027,C114310000019,聖ヨゼフ学園中学校,34,私立,共学校,神奈川県,神奈川県,神奈川県横浜市鶴見区東寺尾北台１１－１,2300016,https://www.study1.jp/kanto/school/B15P027/
B15P052,C114320100026,横須賀学院中学校,34,私立,共学校,神奈川県,神奈川県,神奈川県横須賀市稲岡町８２,2388511,https://www.study1.jp/kanto/school/B15P052/
B15P060,C114310000251,横浜富士見丘学園中学校,34,私立,共学校,神奈川県,神奈川県,神奈川県横浜市旭区中沢１－２４－１,2418502,https://www.study1.jp/kanto/school/B15P060/
B15P014,C114320400041,北鎌倉女子学園中学校,33,私立,女子校,神奈川県,神奈川県,神奈川県鎌倉市山ノ内９１３,2470062,https://www.study1.jp/kanto/school/B15P014/
B15P018,C114315000027,相模女子大学中学部,33,私立,女子校,神奈川県,神奈川県,神奈川県相模原市南区文京２－１－１,2520383,https://www.study1.jp/kanto/school/B15P018/
B13P059,C113311600067,城西大学附属城西中学校,33,私立,共学校,東京23区,東京都,東京都豊島区千早１－１０－２６,1710044,https://www.study1.jp/kanto/school/B13P059/
B13P083,C113311900046,帝京中学校,33,私立,共学校,東京23区,東京都,東京都板橋区稲荷台２７－１,1738555,https://www.study1.jp/kanto/school/B13P083/
B13P099,C113311000036,トキワ松学園中学校,33,私立,女子校,東京23区,東京都,東京都目黒区碑文谷４－１７－１６,1520003,https://www.study1.jp/kanto/school/B13P099/
B14P036,C113320400024,明星学園中学校,33,私立,共学校,東京23区外,東京都,東京都三鷹市井の頭５－７－７,1810001,https://www.study1.jp/kanto/school/B14P036/
B13P129,C113310400052,目白研心中学校,33,私立,共学校,東京23区,東京都,東京都新宿区中落合４－３１－１,1618522,https://www.study1.jp/kanto/school/B13P129/
B15P057,C114310000288,横浜翠陵中学校,33,私立,共学校,神奈川県,神奈川県,神奈川県横浜市緑区三保町１,2260015,https://www.study1.jp/kanto/school/B15P057/
B15P059,C114310000297,横浜隼人中学校,33,私立,共学校,神奈川県,神奈川県,神奈川県横浜市瀬谷区阿久和南１－３－１,2460026,https://www.study1.jp/kanto/school/B15P059/
B14P038,,吉祥寺学園中等部,32,私立,共学校,東京23区外,東京都,東京都武蔵野市吉祥寺南町４－１２－２０,1800003,https://www.study1.jp/kanto/school/B14P038/
B13P039,C113311200070,国士舘中学校,32,私立,共学校,東京23区,東京都,東京都世田谷区若林４－３２－１,1548553,https://www.study1.jp/kanto/school/B13P039/
B15P031,C114320600012,相洋中学校,32,私立,共学校,神奈川県,神奈川県,神奈川県小田原市城山４－１３－３３,2500045,https://www.study1.jp/kanto/school/B15P031/
B12P015,C112310000235,千葉明徳中学校,32,私立,共学校,千葉県,千葉県,千葉県千葉市中央区南生実町１４１２,2608685,https://www.study1.jp/kanto/school/B12P015/
B14P044,C113320900029,和光中学校,32,私立,共学校,東京23区外,東京都,東京都町田市真光寺町１２９１,1950051,https://www.study1.jp/kanto/school/B14P044/
B13P018,C113311600012,川村中学校,31,私立,女子校,東京23区,東京都,東京都豊島区目白２－２２－３,1710031,https://www.study1.jp/kanto/school/B13P018/
B14P014,C113321100034,白梅学園清修中学校,31,私立,女子校,東京23区外,東京都,東京都小平市小川町１－８３０,1878570,https://www.study1.jp/kanto/school/B14P014/
B13P072,C113311200123,聖ドミニコ学園中学校,31,私立,女子校,東京23区,東京都,東京都世田谷区岡本１－１０－１,1570076,https://www.study1.jp/kanto/school/B13P072/
B14P024,C113322800017,東海大学菅生高等学校中等部,31,私立,共学校,東京23区外,東京都,東京都あきる野市菅生１４６８,1970801,https://www.study1.jp/kanto/school/B14P024/
B13P113,C113311300042,富士見丘中学校,31,私立,女子校,東京23区,東京都,東京都渋谷区笹塚３－１９－９,1510073,https://www.study1.jp/kanto/school/B13P113/
B13P090,C113312000043,英明フロンティア中学校,30,私立,共学校,東京23区,東京都,東京都練馬区関町北４－１６－１１,1770051,https://www.study1.jp/kanto/school/B13P090/
B14P011,C113322500010,駒沢学園女子中学校,30,私立,女子校,東京23区外,東京都,東京都稲城市坂浜２３８,2068511,https://www.study1.jp/kanto/school/B14P011/
B11P011,C111332600010,埼玉平成中学校,30,私立,共学校,埼玉県,埼玉県,埼玉県入間郡毛呂山町下川原３７５,3500435,https://www.study1.jp/kanto/school/B11P011/
B12P004,C112310000146,志学館中等部,30,私立,共学校,千葉県,千葉県,千葉県木更津市真舟３－２９－１,2928568,https://www.study1.jp/kanto/school/B12P004/
B12P007,C112310000100,秀明大学学校教師学部附属秀明八千代中学校,30,私立,共学校,千葉県,千葉県,千葉県八千代市桑橋８０３番地,2760007,https://www.study1.jp/kanto/school/B12P007/
B13P066,C113311700084,駿台学園中学校,30,私立,共学校,東京23区,東京都,東京都北区王子６－１－１０,1140002,https://www.study1.jp/kanto/school/B13P066/
B14P023,C113320100072,帝京八王子中学校,30,私立,共学校,東京23区外,東京都,東京都八王子市上川町３７６６,1920151,https://www.study1.jp/kanto/school/B14P023/
B11P023,C111321800011,東京成徳大学深谷中学校,30,私立,共学校,埼玉県,埼玉県,埼玉県深谷市宿根５５９,3660810,https://www.study1.jp/kanto/school/B11P023/
B13P087,C113310100091,東京家政学院中学校,30,私立,女子校,東京23区,東京都,東京都千代田区三番町２２,1028341,https://www.study1.jp/kanto/school/B13P087/
B13P104,C113311400014,新渡戸文化中学校,30,私立,共学校,東京23区,東京都,東京都中野区本町６－３８－１,1648638,https://www.study1.jp/kanto/school/B13P104/
B14P033,C113320300034,藤村女子中学校,30,私立,女子校,東京23区外,東京都,東京都武蔵野市吉祥寺本町２－１６－３,1808505,https://www.study1.jp/kanto/school/B14P033/
B15P046,C114310000215,武相中学校,30,私立,男子校,神奈川県,神奈川県,神奈川県横浜市港北区仲手原２－３４－１,2220023,https://www.study1.jp/kanto/school/B15P046/
B13P127,C113311000063,目黒学院中学校,30,私立,共学校,東京23区,東京都,東京都目黒区中目黒１－１－５０,1538631,https://www.study1.jp/kanto/school/B13P127/
